Grant.Application.ID,Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,Start.date,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1,Person.ID.2,Role.2,Year.of.Birth.2,Country.of.Birth.2,Home.Language.2,Dept.No..2,Faculty.No..2,With.PHD.2,No..of.Years.in.Uni.at.Time.of.Grant.2,Number.of.Successful.Grant.2,Number.of.Unsuccessful.Grant.2,A..2,A.2,B.2,C.2,Person.ID.3,Role.3,Year.of.Birth.3,Country.of.Birth.3,Home.Language.3,Dept.No..3,Faculty.No..3,With.PHD.3,No..of.Years.in.Uni.at.Time.of.Grant.3,Number.of.Successful.Grant.3,Number.of.Unsuccessful.Grant.3,A..3,A.3,B.3,C.3,Person.ID.4,Role.4,Year.of.Birth.4,Country.of.Birth.4,Home.Language.4,Dept.No..4,Faculty.No..4,With.PHD.4,No..of.Years.in.Uni.at.Time.of.Grant.4,Number.of.Successful.Grant.4,Number.of.Unsuccessful.Grant.4,A..4,A.4,B.4,C.4,Person.ID.5,Role.5,Year.of.Birth.5,Country.of.Birth.5,Home.Language.5,Dept.No..5,Faculty.No..5,With.PHD.5,No..of.Years.in.Uni.at.Time.of.Grant.5,Number.of.Successful.Grant.5,Number.of.Unsuccessful.Grant.5,A..5,A.5,B.5,C.5,Person.ID.6,Role.6,Year.of.Birth.6,Country.of.Birth.6,Home.Language.6,Dept.No..6,Faculty.No..6,With.PHD.6,No..of.Years.in.Uni.at.Time.of.Grant.6,Number.of.Successful.Grant.6,Number.of.Unsuccessful.Grant.6,A..6,A.6,B.6,C.6,Person.ID.7,Role.7,Year.of.Birth.7,Country.of.Birth.7,Home.Language.7,Dept.No..7,Faculty.No..7,With.PHD.7,No..of.Years.in.Uni.at.Time.of.Grant.7,Number.of.Successful.Grant.7,Number.of.Unsuccessful.Grant.7,A..7,A.7,B.7,C.7,Person.ID.8,Role.8,Year.of.Birth.8,Country.of.Birth.8,Home.Language.8,Dept.No..8,Faculty.No..8,With.PHD.8,No..of.Years.in.Uni.at.Time.of.Grant.8,Number.of.Successful.Grant.8,Number.of.Unsuccessful.Grant.8,A..8,A.8,B.8,C.8,Person.ID.9,Role.9,Year.of.Birth.9,Country.of.Birth.9,Home.Language.9,Dept.No..9,Faculty.No..9,With.PHD.9,No..of.Years.in.Uni.at.Time.of.Grant.9,Number.of.Successful.Grant.9,Number.of.Unsuccessful.Grant.9,A..9,A.9,B.9,C.9,Person.ID.10,Role.10,Year.of.Birth.10,Country.of.Birth.10,Home.Language.10,Dept.No..10,Faculty.No..10,With.PHD.10,No..of.Years.in.Uni.at.Time.of.Grant.10,Number.of.Successful.Grant.10,Number.of.Unsuccessful.Grant.10,A..10,A.10,B.10,C.10,Person.ID.11,Role.11,Year.of.Birth.11,Country.of.Birth.11,Home.Language.11,Dept.No..11,Faculty.No..11,With.PHD.11,No..of.Years.in.Uni.at.Time.of.Grant.11,Number.of.Successful.Grant.11,Number.of.Unsuccessful.Grant.11,A..11,A.11,B.11,C.11,Person.ID.12,Role.12,Year.of.Birth.12,Country.of.Birth.12,Home.Language.12,Dept.No..12,Faculty.No..12,With.PHD.12,No..of.Years.in.Uni.at.Time.of.Grant.12,Number.of.Successful.Grant.12,Number.of.Unsuccessful.Grant.12,A..12,A.12,B.12,C.12,Person.ID.13,Role.13,Year.of.Birth.13,Country.of.Birth.13,Home.Language.13,Dept.No..13,Faculty.No..13,With.PHD.13,No..of.Years.in.Uni.at.Time.of.Grant.13,Number.of.Successful.Grant.13,Number.of.Unsuccessful.Grant.13,A..13,A.13,B.13,C.13,Person.ID.14,Role.14,Year.of.Birth.14,Country.of.Birth.14,Home.Language.14,Dept.No..14,Faculty.No..14,With.PHD.14,No..of.Years.in.Uni.at.Time.of.Grant.14,Number.of.Successful.Grant.14,Number.of.Unsuccessful.Grant.14,A..14,A.14,B.14,C.14,Person.ID.15,Role.15,Year.of.Birth.15,Country.of.Birth.15,Home.Language.15,Dept.No..15,Faculty.No..15,With.PHD.15,No..of.Years.in.Uni.at.Time.of.Grant.15,Number.of.Successful.Grant.15,Number.of.Unsuccessful.Grant.15,A..15,A.15,B.15,C.15,
3329,1,,,,25/09/06,321004,100,0,0,0,0,0,0,0,0,730105,50,730111,50,0,0,0,0,0,0,82567,DELEGATED_RESEARCHER,1955,Australia,English,2678,25,Yes ,more than 15,1,0,13,13,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3330,1,180D,10B,C ,25/09/06,321208,100,0,0,0,0,0,0,0,0,730399,100,0,0,0,0,0,0,0,0,3182,CHIEF_INVESTIGATOR,1965,Australia,,2523,25,Yes ,>5 to 10,1,1,0,6,20,20,342122,CHIEF_INVESTIGATOR,1965,Australia,,2543,25,Yes ,>=0 to 5,2,2,0,0,0,0,977,CHIEF_INVESTIGATOR,1965,Australia,,2523,25,,,0,0,4,1,6,3,73757,CHIEF_INVESTIGATOR,1965,Australia,,2923,25,Yes ,>5 to 10,1,1,3,5,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3331,0,180D,10B,,25/09/06,321208,100,0,0,0,0,0,0,0,0,730209,100,0,0,0,0,0,0,0,0,79632,CHIEF_INVESTIGATOR,1945,Australia,,2523,25,Yes ,more than 15,1,1,1,3,7,5,46127,CHIEF_INVESTIGATOR,1955,Great Britain,,2518,25,,>=0 to 5,0,0,0,0,0,0,778532,CHIEF_INVESTIGATOR,1945,,,,,,,0,0,0,0,0,0,1757,CHIEF_INVESTIGATOR,1950,Asia Pacific,,2923,25,,Less than 0,0,4,1,2,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3332,0,228D,30B,,25/09/06,321015,100,0,0,0,0,0,0,0,0,730108,70,730305,10,670403,20,0,0,0,0,4877,PRINCIPAL_SUPERVISOR,1960,,,,,,,0,0,0,5,4,5,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,0,172D,30B,C ,26/09/06,321019,60,321017,40,0,0,0,0,0,0,730204,40,730108,60,0,0,0,0,0,0,11327,CHIEF_INVESTIGATOR,1960,Australia,,2828,25,Yes ,Less than 0,0,0,0,6,13,8,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,1,21A,50A,A ,26/09/06,270502,20,320702,80,0,0,0,0,0,0,730104,100,0,0,0,0,0,0,0,0,696062,CHIEF_INVESTIGATOR,1980,,,2763,25,,Less than 0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,0,21A,50A,A ,26/09/06,249901,50,320799,50,0,0,0,0,0,0,730101,100,0,0,0,0,0,0,0,0,594827,DELEGATED_RESEARCHER,1975,Great Britain,,2653,25,,>=0 to 5,0,1,0,0,0,0,69262,CHIEF_INVESTIGATOR,1960,Australia,,2653,25,Yes ,>10 to 15,1,0,0,0,0,0,771797,CHIEF_INVESTIGATOR,1980,Great Britain,,2653,25,Yes ,>=0 to 5,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,0,21A,50A,A ,26/09/06,320801,50,320899,50,0,0,0,0,0,0,730112,50,730114,50,0,0,0,0,0,0,330592,CHIEF_INVESTIGATOR,1965,Australia,,2553,25,Yes ,>=0 to 5,1,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,0,21A,50A,A ,26/09/06,320205,30,320299,70,0,0,0,0,0,0,730102,100,0,0,0,0,0,0,0,0,47257,CHIEF_INVESTIGATOR,1975,Australia,,2628,25,Yes ,>=0 to 5,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3338,1,21A,50A,A ,26/09/06,300504,60,300510,40,0,0,0,0,0,0,630106,100,0,0,0,0,0,0,0,0,146827,CHIEF_INVESTIGATOR,1980,Australia,,1258,34,Yes ,>=0 to 5,1,0,0,0,0,0,1697,DELEGATED_RESEARCHER,1965,,,,,,,0,0,0,1,0,0,687442,CHIEF_INVESTIGATOR,1975,Australia,,1258,34,Yes ,>=0 to 5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3339,1,21A,50A,A ,26/09/06,230204,100,0,0,0,0,0,0,0,0,710402,100,0,0,0,0,0,0,0,0,500012,CHIEF_INVESTIGATOR,1975,Australia,,1578,13,Yes ,,1,0,0,0,3,0,498647,CHIEF_INVESTIGATOR,1970,,,,,,,0,0,0,0,0,0,700037,CHIEF_INVESTIGATOR,1975,Asia Pacific,,1578,13,Yes ,>=0 to 5,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3340,1,47C,10B,A ,26/09/06,321023,100,0,0,0,0,0,0,0,0,730108,100,0,0,0,0,0,0,0,0,9712,CHIEF_INVESTIGATOR,1945,Australia,,3048,31,,>10 to 15,2,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,1,21A,50A,A ,26/09/06,321204,60,321208,40,0,0,0,0,0,0,730211,100,0,0,0,0,0,0,0,0,124477,CHIEF_INVESTIGATOR,1955,Australia,,2543,25,Yes ,>=0 to 5,1,0,2,0,3,4,301472,CHIEF_INVESTIGATOR,1950,Australia,,2533,25,Yes ,>=0 to 5,3,0,0,0,0,0,9217,CHIEF_INVESTIGATOR,1945,Australia,,2533,25,Yes ,>10 to 15,0,0,2,5,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,1,,,,26/09/06,,,,,,,,,,,,,,,,,,,,,80377,CHIEF_INVESTIGATOR,1945,Australia,,3258,31,Yes ,more than 15,4,1,4,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,0,222B,30C,A ,26/09/06,321008,100,0,0,0,0,0,0,0,0,730103,100,0,0,0,0,0,0,0,0,641012,CHIEF_INVESTIGATOR,1975,,,2853,25,,>=0 to 5,0,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,1,47C,10B,A ,26/09/06,321023,100,0,0,0,0,0,0,0,0,730108,100,0,0,0,0,0,0,0,0,9712,CHIEF_INVESTIGATOR,1945,Australia,,3048,31,,>10 to 15,2,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,0,21A,50A,A ,26/09/06,321021,100,0,0,0,0,0,0,0,0,730211,50,730205,50,0,0,0,0,0,0,95862,CHIEF_INVESTIGATOR,1975,Australia,,2533,25,,,1,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346,1,,,A ,26/09/06,290401,100,0,0,0,0,0,0,0,0,690101,100,0,0,0,0,0,0,0,0,75572,CHIEF_INVESTIGATOR,1940,Australia,,2178,19,,Less than 0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347,0,172D,30B,B ,26/09/06,321029,60,321006,40,0,0,0,0,0,0,730108,50,730113,40,730109,10,0,0,0,0,28832,CHIEF_INVESTIGATOR,1950,,,2728,25,,Less than 0,0,0,1,2,1,0,143357,CHIEF_INVESTIGATOR,1965,Asia Pacific,,2728,25,Yes ,>=0 to 5,1,0,0,0,0,0,85862,CHIEF_INVESTIGATOR,1950,Western Europe,,2728,25,,>=0 to 5,5,1,0,3,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,1,232D,10B,B ,26/09/06,321004,50,321205,50,0,0,0,0,0,0,670105,30,630104,50,630402,20,0,0,0,0,1797,CHIEF_INVESTIGATOR,1960,North America,,2678,25,Yes ,>5 to 10,5,14,0,9,7,0,79217,CHIEF_INVESTIGATOR,1955,Australia,,2828,25,,Less than 0,1,1,0,0,0,0,78992,CHIEF_INVESTIGATOR,1945,Australia,,2763,25,Yes ,more than 15,2,0,6,15,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,1,137A,20C,A ,26/09/06,279999,50,270599,50,0,0,0,0,0,0,770799,100,0,0,0,0,0,0,0,0,39407,CHIEF_INVESTIGATOR,1980,Australia,,3248,31,,>=0 to 5,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,1,63C,20A,B ,26/09/06,321214,50,370102,40,370107,10,0,0,0,0,730218,60,750604,20,750699,20,0,0,0,0,89787,CHIEF_INVESTIGATOR,1970,Australia,,828,7,,Less than 0,2,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,0,21A,50A,A ,26/09/06,320702,100,0,0,0,0,0,0,0,0,730104,100,0,0,0,0,0,0,0,0,641022,CHIEF_INVESTIGATOR,1975,Australia,,2763,25,Yes ,>=0 to 5,0,3,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,0,47C,10B,A ,26/09/06,321023,100,0,0,0,0,0,0,0,0,730108,100,0,0,0,0,0,0,0,0,9712,CHIEF_INVESTIGATOR,1945,Australia,,3048,31,,>10 to 15,2,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,0,21A,50A,,26/09/06,280205,100,0,0,0,0,0,0,0,0,751003,100,0,0,0,0,0,0,0,0,776122,CHIEF_INVESTIGATOR,1975,,,2163,19,,Less than 0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,0,21A,50A,A ,26/09/06,329999,100,0,0,0,0,0,0,0,0,730108,100,0,0,0,0,0,0,0,0,737247,CHIEF_INVESTIGATOR,1975,,,2763,25,,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3355,0,150B,30B,A ,26/09/06,370102,40,370104,30,370402,30,0,0,0,0,750803,30,759999,70,0,0,0,0,0,0,7662,CHIEF_INVESTIGATOR,1960,Australia,,3508,4,Yes ,>10 to 15,0,0,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,1,21A,50A,A ,26/09/06,380101,100,0,0,0,0,0,0,0,0,730303,75,780108,25,0,0,0,0,0,0,710372,CHIEF_INVESTIGATOR,1975,,,2558,25,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,0,77A,30B,,27/09/06,321028,40,280305,30,321203,30,0,0,0,0,730114,60,730299,40,0,0,0,0,0,0,66322,PRINCIPAL_SUPERVISOR,1955,Australia,,2763,25,,>10 to 15,0,1,17,4,2,1,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,0,77A,30B,,27/09/06,320502,50,320207,50,0,0,0,0,0,0,730114,100,0,0,0,0,0,0,0,0,82697,CHIEF_INVESTIGATOR,1975,Australia,,2668,25,,>=0 to 5,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,1,77A,30B,A ,27/09/06,321024,100,0,0,0,0,0,0,0,0,730303,50,730114,50,0,0,0,0,0,0,19082,CHIEF_INVESTIGATOR,1970,Australia,,2563,25,Yes ,>=0 to 5,1,2,7,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,1,,,C ,27/09/06,300603,70,300601,30,0,0,0,0,0,0,620302,100,0,0,0,0,0,0,0,0,475172,CHIEF_INVESTIGATOR,1955,Australia,,1098,1,Yes ,>=0 to 5,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,1,60D,30D,A ,27/09/06,321202,40,321015,30,270203,30,0,0,0,0,730108,100,0,0,0,0,0,0,0,0,79192,CHIEF_INVESTIGATOR,1950,Australia,,2523,25,Yes ,more than 15,2,4,42,55,18,4,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
